,artistName,trackName,end_time,day_of_week,time_played,skipped
16366,Post Malone,Die For Me (feat. Future & Halsey),2020-06-17 22:17:00,2,0 days 00:04:05.266000000,False
16367,U2,Sunday Bloody Sunday - Remastered 2008,2020-06-17 22:59:00,2,0 days 00:04:39.440000000,False
16368,Rex Orange County,Best Friend,2020-06-17 23:02:00,2,0 days 00:03:19.604000000,False
16369,Polo & Pan,Nanã,2020-06-17 23:05:00,2,0 days 00:03:10.826000000,False
16370,Harry Styles,Lights Up,2020-06-17 23:08:00,2,0 days 00:02:52.213000000,False
16371,Cash Cash,Mean It (feat. Wrabel),2020-06-17 23:11:00,2,0 days 00:03:10.147000000,False
16372,Louis The Child,Right To It (with Ashe),2020-06-17 23:12:00,2,0 days 00:00:05.053000000,True
16373,Post Malone,Otherside,2020-06-17 23:15:00,2,0 days 00:03:48.226000000,False
16374,Louis The Child,Dear Sense (with MAX) - Manic Focus Remix,2020-06-17 23:18:00,2,0 days 00:02:25.777000000,False
16375,Louis The Child,Dear Sense (with MAX),2020-06-17 23:18:00,2,0 days 00:00:02.412000000,True
16376,Bryce Vine,Baby Girl,2020-06-17 23:20:00,2,0 days 00:02:25.371000000,False
16377,Louis The Child,Ohhh Baby,2020-06-17 23:24:00,2,0 days 00:03:40.402000000,False
16378,EVAN GIIA,Switch Off,2020-06-17 23:27:00,2,0 days 00:02:54.375000000,False
16379,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),2020-06-17 23:38:00,2,0 days 00:03:37.706000000,False
16380,Labrinth,Like A Movie,2020-06-17 23:40:00,2,0 days 00:02:20.750000000,False
16381,Labrinth,Sexy MF,2020-06-17 23:43:00,2,0 days 00:02:58.000000000,False
16382,Sia,Together,2020-06-17 23:46:00,2,0 days 00:03:25.207000000,False
16383,Lil Nas X,Panini,2020-06-17 23:48:00,2,0 days 00:01:54.893000000,False
16384,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2020-06-17 23:51:00,2,0 days 00:02:38.040000000,False
16385,AJR,Weak,2020-06-17 23:54:00,2,0 days 00:00:03.218000000,True
16386,Whethan,When I'm Down,2020-06-17 23:54:00,2,0 days 00:02:44.680000000,False
16387,Louis The Child,From Here,2020-06-17 23:56:00,2,0 days 00:01:54.269000000,False
16388,Bhad Bhabie,Geek'd (feat. Lil Baby),2020-06-18 18:33:00,3,0 days 00:00:38.737000000,False
16389,half•alive,Tip Toes,2020-06-18 18:33:00,3,0 days 00:00:01.068000000,True
16390,Doja Cat,Say So (feat. Nicki Minaj),2020-06-18 18:33:00,3,0 days 00:03:26.220000000,False
16391,DOUBLECAMP,Dreamers,2020-06-18 18:33:00,3,0 days 00:00:02.879000000,True
16392,DOUBLECAMP,Dreamers,2020-06-18 18:36:00,3,0 days 00:02:58.709000000,False
16393,half•alive,Tip Toes,2020-06-18 18:38:00,3,0 days 00:02:03.068000000,False
16394,Arctic Monkeys,Knee Socks,2020-06-18 18:40:00,3,0 days 00:01:26.308000000,False
16395,Glass Animals,Season 2 Episode 3,2020-06-18 18:41:00,3,0 days 00:00:50.851000000,False
16396,Glass Animals,Dreamland,2020-06-18 18:44:00,3,0 days 00:03:23.492000000,False
16397,Ella Eyre,We Don't Have To Take Our Clothes Off,2020-06-18 18:47:00,3,0 days 00:00:04.481000000,True
16398,John Legend,Surefire - Piano Version,2020-06-18 18:47:00,3,0 days 00:03:13.277000000,False
16399,BENEE,Find an Island,2020-06-18 18:48:00,3,0 days 00:00:02.600000000,True
16400,Kota the Friend,Philly Jawn,2020-06-18 18:48:00,3,0 days 00:00:04.109000000,True
16401,Peach Tree Rascals,Violet,2020-06-18 18:52:00,3,0 days 00:04:32.065000000,False
16402,Sufjan Stevens,Should Have Known Better,2020-06-18 18:57:00,3,0 days 00:05:07.697000000,False
16403,Ritt Momney,Put Your Records On,2020-06-18 19:00:00,3,0 days 00:03:07.585000000,False
16404,Ritt Momney,Put Your Records On,2020-06-18 19:51:00,3,0 days 00:03:30.857000000,False
16405,Russ,Pull The Trigger,2020-06-18 19:55:00,3,0 days 00:01:15.756000000,False
16406,Owl City,Fireflies,2020-06-18 19:59:00,3,0 days 00:00:02.925000000,True
16407,The Postal Service,Such Great Heights - Remastered,2020-06-18 19:59:00,3,0 days 00:01:34.319000000,False
16408,Queen,Don't Stop Me Now - 2011 Mix,2020-06-18 20:01:00,3,0 days 00:00:53.057000000,False
16409,MKTO,Classic,2020-06-18 20:04:00,3,0 days 00:02:55.426000000,False
16410,JR JR,Gone,2020-06-18 20:08:00,3,0 days 00:03:47.506000000,False
16411,The Score,Oh My Love,2020-06-18 20:11:00,3,0 days 00:03:38.133000000,False
16412,I'm From Barcelona,Always Spring,2020-06-18 20:13:00,3,0 days 00:01:42.778000000,False
16413,Weezer,Island In The Sun,2020-06-18 20:13:00,3,0 days 00:00:01.021000000,True
16414,Billy Joel,Piano Man,2020-06-18 20:18:00,3,0 days 00:05:36.093000000,False
16415,Mumford & Sons,Tompkins Square Park,2020-06-18 20:24:00,3,0 days 00:05:11.626000000,False
16416,Neon Trees,Animal,2020-06-18 20:27:00,3,0 days 00:03:32.293000000,False
16417,Phoenix,1901,2020-06-18 20:30:00,3,0 days 00:03:13.106000000,False
16418,Hippo Campus,Way It Goes,2020-06-18 20:33:00,3,0 days 00:02:43.323000000,False
16419,Maroon 5,Sunday Morning,2020-06-18 20:35:00,3,0 days 00:01:42.283000000,False
16420,Quinn XCII,Coffee (feat. Marc E. Bassy),2020-06-18 22:16:00,3,0 days 00:00:00.185000000,True
16421,Hozier,Almost (Sweet Music),2020-06-18 22:20:00,3,0 days 00:03:37.480000000,False
16422,Doja Cat,Go To Town,2020-06-18 22:23:00,3,0 days 00:02:53.740000000,False
16423,Alexander 23,20 Something,2020-06-18 22:25:00,3,0 days 00:02:20.026000000,False
16424,Beach Weather,"Sex, Drugs, Etc.",2020-06-18 22:26:00,3,0 days 00:00:27.887000000,True
16425,half•alive,arrow,2020-06-18 22:29:00,3,0 days 00:03:42.706000000,False
16426,Labrinth,Forever,2020-06-18 22:48:00,3,0 days 00:03:22.536000000,False
16427,Frank Ocean,Lost,2020-06-18 22:50:00,3,0 days 00:01:49.325000000,False
16428,Frank Ocean,Ivy,2020-06-18 22:54:00,3,0 days 00:04:09.191000000,False
16429,Labrinth,All For Us - from the HBO Original Series Euphoria,2020-06-18 22:58:00,3,0 days 00:03:12.986000000,False
16430,Labrinth,Something's Got To Give,2020-06-18 22:59:00,3,0 days 00:00:49.131000000,False
16431,Dua Lipa,Levitating,2020-06-18 23:02:00,3,0 days 00:00:02.043000000,True
16432,Greyson Chance,Boots,2020-06-18 23:02:00,3,0 days 00:02:55.628000000,False
16433,Louis The Child,Little Things (with Quinn XCII & Chelsea Cutler),2020-06-18 23:02:00,3,0 days 00:00:33.130000000,False
16434,Flume,The Difference,2020-06-18 23:05:00,3,0 days 00:02:19.662000000,False
16435,Labrinth,We All Knew,2020-06-18 23:05:00,3,0 days 00:00:38.050000000,False
16436,Rex Orange County,Every Way,2020-06-18 23:08:00,3,0 days 00:02:13.440000000,False
16437,Co-Stanza,I Don't Mind,2020-06-18 23:10:00,3,0 days 00:02:19.218000000,False
16438,Little Mix,Love Me Like You,2020-06-18 23:14:00,3,0 days 00:00:06.455000000,True
16439,The Weeknd,Scared To Live,2020-06-18 23:14:00,3,0 days 00:02:35.028000000,False
16440,Silver Warehouse,Games,2020-06-18 23:18:00,3,0 days 00:03:26.936000000,False
16441,Keenan,No Good For You (feat. Jaymes Young),2020-06-18 23:21:00,3,0 days 00:03:24.486000000,False
16442,Theophilus London,Can't Stop (feat. Kanye West),2020-06-18 23:26:00,3,0 days 00:04:51.680000000,False
16443,Louis The Child,Don't Mind,2020-06-18 23:27:00,3,0 days 00:01:01.528000000,False
16444,Lauv,Modern Loneliness - LVNDSCAPE Remix,2020-06-19 00:44:00,4,0 days 00:00:20.085000000,True
16445,King Princess,1950,2020-06-19 00:47:00,4,0 days 00:03:14.211000000,False
16446,BabyJake,Blue Cellophane,2020-06-19 02:07:00,4,0 days 00:01:11.447000000,False
16447,BENEE,Glitter,2020-06-19 02:10:00,4,0 days 00:02:43.247000000,False
16448,BANKS,Gimme,2020-06-19 04:19:00,4,0 days 00:00:15.168000000,True
16449,Ritt Momney,Put Your Records On,2020-06-19 17:05:00,4,0 days 00:03:30.463000000,False
16450,AJR,I'm Not Famous,2020-06-19 17:06:00,4,0 days 00:00:08.471000000,True
16451,half•alive,RUNAWAY,2020-06-19 17:08:00,4,0 days 00:02:42.200000000,False
16452,Myles Cameron,Yellow,2020-06-19 17:12:00,4,0 days 00:03:43.378000000,False
16453,Kygo,Broken Glass,2020-06-19 17:15:00,4,0 days 00:02:40.109000000,False
16454,Daði Freyr,Think About Things,2020-06-19 17:18:00,4,0 days 00:02:53.385000000,False
16455,Blu DeTiger,Figure It Out,2020-06-19 20:15:00,4,0 days 00:00:25.794000000,True
16456,Billie Eilish,when the party's over,2020-06-19 20:15:00,4,0 days 00:00:00.981000000,True
16457,Justin Bieber,Intentions,2020-06-19 20:15:00,4,0 days 00:00:01.173000000,True
16458,Jon Bellion,The Good In Me,2020-06-19 20:15:00,4,0 days 00:00:01.472000000,True
16459,Tame Impala,It Might Be Time,2020-06-19 20:15:00,4,0 days 00:00:03.711000000,True
16460,Billie Eilish,all the good girls go to hell,2020-06-19 20:15:00,4,0 days 00:00:00.938000000,True
16461,G-Eazy,Some Kind Of Drug (feat. Marc E. Bassy),2020-06-19 20:19:00,4,0 days 00:03:42.466000000,False
16462,Electric Guest,Oh Devil,2020-06-19 20:23:00,4,0 days 00:03:37.586000000,False
16463,Quinn XCII,New Wave,2020-06-19 20:26:00,4,0 days 00:03:31.000000000,False
16464,Russ,NIGHTTIME (Interlude),2020-06-19 20:29:00,4,0 days 00:03:09.866000000,False
16465,Red Hot Chili Peppers,Feasting on the Flowers,2020-06-19 20:33:00,4,0 days 00:03:22.933000000,False
16466,Rex Orange County,Uno,2020-06-19 20:36:00,4,0 days 00:02:51.789000000,False
16467,Hippo Campus,Boyish,2020-06-19 20:39:00,4,0 days 00:03:24.078000000,False
16468,Rex Orange County,Always,2020-06-19 20:42:00,4,0 days 00:03:17.333000000,False
16469,Aminé,Caroline,2020-06-19 20:46:00,4,0 days 00:03:29.640000000,False
16470,Souly Had,Crush,2020-06-19 20:48:00,4,0 days 00:02:39.813000000,False
16471,Milky Chance,Right From Here,2020-06-19 20:53:00,4,0 days 00:04:32.040000000,False
16472,YOG$,Alive,2020-06-19 20:56:00,4,0 days 00:03:15.705000000,False
16473,Rex Orange County,Television / So Far So Good,2020-06-19 21:01:00,4,0 days 00:04:22.600000000,False
16474,Surfaces,Sunday Best,2020-06-19 21:03:00,4,0 days 00:02:38.571000000,False
16475,Jon Bellion,Conversations with my Wife,2020-06-19 21:07:00,4,0 days 00:03:26.210000000,False
16476,BROCKHAMPTON,BLEACH,2020-06-19 21:11:00,4,0 days 00:04:33.151000000,False
16477,Chance the Rapper,My Own Thing,2020-06-19 21:14:00,4,0 days 00:03:01.158000000,False
16478,MNEK,Colour,2020-06-19 21:18:00,4,0 days 00:03:21.420000000,False
16479,Spencer Sutherland,Tell Me,2020-06-19 21:21:00,4,0 days 00:03:18.736000000,False
16480,Troye Sivan,FOOLS,2020-06-19 21:25:00,4,0 days 00:03:40.402000000,False
16481,Quinn XCII,Full Circle,2020-06-19 21:28:00,4,0 days 00:00:14.852000000,True
16482,Bazzi,Star,2020-06-19 21:28:00,4,0 days 00:02:49.872000000,False
16483,Milky Chance,Oh Mama,2020-06-20 01:09:00,5,0 days 00:03:33.280000000,False
16484,Quinn XCII,Don't You,2020-06-20 01:12:00,5,0 days 00:03:52.173000000,False
16485,Jon Bellion,Eyes To The Sky,2020-06-20 01:13:00,5,0 days 00:00:34.562000000,False
16486,Kygo,Nothing Left (feat. Will Heard),2020-06-20 01:17:00,5,0 days 00:03:56.683000000,False
16487,Danrell,Hostage,2020-06-20 01:20:00,5,0 days 00:03:15.857000000,False
16488,Graham Riley,Rain,2020-06-20 01:23:00,5,0 days 00:03:09.581000000,False
16489,alt-J,Left Hand Free,2020-06-20 01:26:00,5,0 days 00:02:53.631000000,False
16490,BROCKHAMPTON,BLEACH,2020-06-20 01:31:00,5,0 days 00:04:33.151000000,False
16491,Labrinth,Something's Got To Give,2020-06-20 01:35:00,5,0 days 00:00:02.125000000,True
16492,Phoenix,Lisztomania,2020-06-20 01:35:00,5,0 days 00:03:57.312000000,False
16493,Billie Eilish,COPYCAT,2020-06-20 01:38:00,5,0 days 00:00:35.937000000,False
16494,Billie Eilish,ilomilo,2020-06-20 01:38:00,5,0 days 00:02:36.371000000,False
16495,Mac Miller,Good News,2020-06-20 01:44:00,5,0 days 00:05:42.040000000,False
16496,alt-J,Breezeblocks,2020-06-20 01:48:00,5,0 days 00:03:47.080000000,False
16497,Rex Orange County,Sunflower,2020-06-20 01:52:00,5,0 days 00:04:12.231000000,False
16498,Alec Benjamin,Boy In The Bubble,2020-06-20 01:54:00,5,0 days 00:01:49.500000000,False
16499,Lord Huron,Meet Me in the Woods,2020-06-20 01:58:00,5,0 days 00:04:22.209000000,False
16500,Milky Chance,The Game,2020-06-20 02:02:00,5,0 days 00:03:33.280000000,False
16501,Cannon,Water Glass,2020-06-20 02:05:00,5,0 days 00:03:24.000000000,False
16502,Peachy!,Falling for U,2020-06-20 02:07:00,5,0 days 00:02:04.000000000,False
16503,Absofacto,Dissolve,2020-06-20 02:11:00,5,0 days 00:03:44.661000000,False
16504,Shoffy,Cool Again,2020-06-20 02:14:00,5,0 days 00:03:11.935000000,False
16505,Dominic Fike,3 Nights,2020-06-20 02:17:00,5,0 days 00:02:57.667000000,False
16506,Lemaitre,Playing To Lose,2020-06-20 02:20:00,5,0 days 00:03:24.465000000,False
16507,Aminé,Caroline,2020-06-20 02:22:00,5,0 days 00:01:10.125000000,False
16508,Billie Eilish,&burn (with Vince Staples),2020-06-20 02:25:00,5,0 days 00:02:59.016000000,False
16509,Alec Benjamin,1994,2020-06-20 02:28:00,5,0 days 00:03:04.121000000,False
16510,Goth Babe,Car Camping,2020-06-20 02:29:00,5,0 days 00:01:43.875000000,False
16511,Post Malone,Allergic,2020-06-20 02:31:00,5,0 days 00:01:16.750000000,False
16512,Surfaces,This View,2020-06-20 02:33:00,5,0 days 00:02:42.406000000,False
16513,Khalid,Talk (feat. Disclosure),2020-06-20 02:35:00,5,0 days 00:01:16.437000000,False
16514,BØRNS,"10,000 Emerald Pools",2020-06-20 02:38:00,5,0 days 00:02:54.693000000,False
16515,Billie Eilish,8,2020-06-20 02:41:00,5,0 days 00:02:53.202000000,False
16516,The Weeknd,Scared To Live,2020-06-20 02:44:00,5,0 days 00:03:11.307000000,False
16517,Lennon Stella,Jealous,2020-06-20 02:46:00,5,0 days 00:02:02.733000000,False
16518,okaywill,Cold,2020-06-20 02:50:00,5,0 days 00:03:44.681000000,False
16519,Flume,Drop The Game,2020-06-20 02:53:00,5,0 days 00:03:41.895000000,False
16520,Vista Kicks,If I Didn't Have You,2020-06-20 02:57:00,5,0 days 00:04:02.493000000,False
16521,Jon Bellion,Morning In America,2020-06-20 03:16:00,5,0 days 00:04:24.312000000,False
16522,Quinn XCII,Full Circle,2020-06-20 03:16:00,5,0 days 00:00:08.823000000,True
16523,Hippo Campus,Bambi,2020-06-20 03:18:00,5,0 days 00:02:11.819000000,False
16524,Labrinth,Formula,2020-06-20 03:20:00,5,0 days 00:01:31.869000000,False
16525,Noah Cyrus,July,2020-06-20 03:23:00,5,0 days 00:02:36.106000000,False
16526,Fleet Foxes,White Winter Hymnal,2020-06-20 03:25:00,5,0 days 00:02:27.026000000,False
16527,Peach Tree Rascals,Things Won't Go My Way,2020-06-20 03:28:00,5,0 days 00:02:50.538000000,False
16528,Louis The Child,Slow Down Love,2020-06-20 03:31:00,5,0 days 00:02:37.891000000,False
16529,Lennon Stella,Fear Of Being Alone,2020-06-20 03:33:00,5,0 days 00:02:51.706000000,False
16530,Lennon Stella,Jealous,2020-06-20 03:35:00,5,0 days 00:02:02.733000000,False
16531,Labrinth,WTF Are We Talking For,2020-06-20 03:37:00,5,0 days 00:00:03.947000000,True
16532,COIN,Malibu 1992,2020-06-20 03:37:00,5,0 days 00:00:04.226000000,True
16533,Alexander 23,Sad,2020-06-20 03:37:00,5,0 days 00:01:00.352000000,False
16534,Peach Tree Rascals,Mariposa,2020-06-20 04:56:00,5,0 days 00:00:00.405000000,True
16535,Peach Tree Rascals,Mariposa,2020-06-20 04:56:00,5,0 days 00:02:43.756000000,False
16536,COIN,Malibu 1992,2020-06-20 04:56:00,5,0 days 00:00:04.544000000,True
16537,LOONY,iN CODE,2020-06-20 04:59:00,5,0 days 00:03:07.328000000,False
16538,Still Woozy,Window,2020-06-20 05:02:00,5,0 days 00:02:19.293000000,False
16539,Billie Eilish,wish you were gay,2020-06-20 05:05:00,5,0 days 00:03:41.543000000,False
16540,BENEE,Afterlife,2020-06-20 05:09:00,5,0 days 00:03:56.760000000,False
16541,Still Woozy,Maybe She,2020-06-20 05:12:00,5,0 days 00:02:49.090000000,False
16542,Little Image,WORTH IT,2020-06-20 05:16:00,5,0 days 00:03:29.800000000,False
16543,Vampire Weekend,Sunflower (feat. Steve Lacy),2020-06-20 05:16:00,5,0 days 00:00:11.743000000,True
16544,Mac Miller,Blue World,2020-06-20 05:19:00,5,0 days 00:03:29.440000000,False
16545,DOUBLECAMP,Dreamers,2020-06-20 05:20:00,5,0 days 00:00:32.769000000,False
16546,DOUBLECAMP,Dreamers,2020-06-20 12:34:00,5,0 days 00:02:25.941000000,False
16547,BENEE,Find an Island,2020-06-20 12:38:00,5,0 days 00:03:12.613000000,False
16548,Frank Ocean,Lost,2020-06-20 12:42:00,5,0 days 00:03:54.093000000,False
16549,Beach Weather,"Sex, Drugs, Etc.",2020-06-20 12:42:00,5,0 days 00:00:00.721000000,True
16550,half•alive,arrow,2020-06-20 12:45:00,5,0 days 00:03:42.706000000,False
16551,Hozier,Almost (Sweet Music),2020-06-20 12:49:00,5,0 days 00:03:37.480000000,False
16552,Flume,The Difference,2020-06-20 12:51:00,5,0 days 00:02:19.662000000,False
16553,Daði Freyr,Think About Things,2020-06-20 13:28:00,5,0 days 00:02:53.385000000,False
16554,half•alive,RUNAWAY,2020-06-20 13:31:00,5,0 days 00:02:42.200000000,False
16555,Electric Guest,Oh Devil,2020-06-20 13:33:00,5,0 days 00:02:24.434000000,False
16556,Labrinth,Formula,2020-06-20 13:36:00,5,0 days 00:00:03.235000000,True
16557,Noah Cyrus,July,2020-06-20 13:36:00,5,0 days 00:00:01.671000000,True
16558,Hippo Campus,Bambi,2020-06-20 13:36:00,5,0 days 00:03:14.400000000,False
16559,Fleet Foxes,White Winter Hymnal,2020-06-20 13:39:00,5,0 days 00:02:27.026000000,False
16560,Lennon Stella,Fear Of Being Alone,2020-06-20 13:41:00,5,0 days 00:00:02.066000000,True
16561,Louis The Child,Slow Down Love,2020-06-20 13:41:00,5,0 days 00:00:00.905000000,True
16562,Peach Tree Rascals,Things Won't Go My Way,2020-06-20 13:41:00,5,0 days 00:02:14.178000000,False
16563,Lennon Stella,Jealous,2020-06-20 13:44:00,5,0 days 00:02:02.733000000,False
16564,Labrinth,WTF Are We Talking For,2020-06-20 13:46:00,5,0 days 00:00:01.253000000,True
16565,Alexander 23,Sad,2020-06-20 13:46:00,5,0 days 00:02:30.670000000,False
16566,COIN,Malibu 1992,2020-06-20 13:52:00,5,0 days 00:05:41.200000000,False
16567,LOONY,iN CODE,2020-06-20 13:56:00,5,0 days 00:00:04.481000000,True
16568,Peach Tree Rascals,Mariposa,2020-06-20 13:56:00,5,0 days 00:03:18.863000000,False
16569,BENEE,Afterlife,2020-06-20 13:56:00,5,0 days 00:00:06.106000000,True
16570,Zara Larsson,Never Forget You,2020-06-20 13:56:00,5,0 days 00:00:02.577000000,True
16571,Billie Eilish,wish you were gay,2020-06-20 13:56:00,5,0 days 00:00:00.859000000,True
16572,Hot Chelle Rae,Tonight Tonight,2020-06-20 13:56:00,5,0 days 00:00:04.435000000,True
16573,Still Woozy,Window,2020-06-20 13:56:00,5,0 days 00:00:02.229000000,True
16574,Neon Trees,Everybody Talks,2020-06-20 13:57:00,5,0 days 00:01:20.410000000,False
16575,Foster The People,Pumped Up Kicks,2020-06-20 14:01:00,5,0 days 00:03:59.600000000,False
16576,The Chainsmokers,Roses (feat. ROZES),2020-06-20 14:02:00,5,0 days 00:00:25.698000000,True
16577,U2,Beautiful Day,2020-06-20 14:06:00,5,0 days 00:04:06.400000000,False
16578,Rihanna,Right Now,2020-06-20 14:09:00,5,0 days 00:00:03.333000000,True
16579,The Beatles,"Ob-La-Di, Ob-La-Da - Remastered 2009",2020-06-20 14:09:00,5,0 days 00:03:08.960000000,False
16580,The Killers,Mr. Brightside,2020-06-20 14:09:00,5,0 days 00:00:01.044000000,True
16581,Lady Gaga,Shallow,2020-06-20 14:13:00,5,0 days 00:03:35.733000000,False
16582,Jon Bellion,Blu,2020-06-20 14:13:00,5,0 days 00:00:00.246000000,True
16583,What So Not,High You Are,2020-06-20 14:17:00,5,0 days 00:00:06.320000000,True
16584,half•alive,still feel.,2020-06-20 14:17:00,5,0 days 00:04:07.437000000,False
16585,Florence + The Machine,Dog Days Are Over,2020-06-20 14:17:00,5,0 days 00:00:09.822000000,True
16586,Sofi Tukker,Purple Hat,2020-06-20 14:22:00,5,0 days 00:00:16.439000000,True
16587,Backstreet Boys,I Want It That Way,2020-06-20 14:22:00,5,0 days 00:00:07.105000000,True
16588,Cherub,Doses & Mimosas,2020-06-20 14:22:00,5,0 days 00:04:31.278000000,False
16589,Passion Pit,Take a Walk,2020-06-20 14:26:00,5,0 days 00:04:24.493000000,False
16590,Calvin Harris,Slide (feat. Frank Ocean & Migos),2020-06-20 14:29:00,5,0 days 00:00:01.462000000,True
16591,Calvin Harris,Rollin (feat. Future & Khalid),2020-06-20 14:29:00,5,0 days 00:00:00.952000000,True
16592,Calvin Harris,Rollin (feat. Future & Khalid),2020-06-20 14:29:00,5,0 days 00:00:02.739000000,True
16593,Hippo Campus,Bambi,2020-06-20 14:29:00,5,0 days 00:00:48.963000000,False
16594,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2020-06-20 14:29:00,5,0 days 00:00:01.068000000,True
16595,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2020-06-20 14:29:00,5,0 days 00:00:05.781000000,True
16596,Calvin Harris,Slide (feat. Frank Ocean & Migos),2020-06-20 14:42:00,5,0 days 00:00:03.624000000,True
16597,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2020-06-20 14:52:00,5,0 days 00:02:38.040000000,False
16598,Vampire Weekend,Sunflower (feat. Steve Lacy),2020-06-20 14:54:00,5,0 days 00:02:17.600000000,False
16599,Rex Orange County,10/10,2020-06-20 14:56:00,5,0 days 00:02:26.093000000,False
16600,The Killers,Mr. Brightside,2020-06-20 15:00:00,5,0 days 00:03:42.586000000,False
16601,The Naked And Famous,Young Blood,2020-06-20 15:04:00,5,0 days 00:04:06.600000000,False
16602,Hippo Campus,Boyish,2020-06-20 15:08:00,5,0 days 00:03:24.078000000,False
16603,Rex Orange County,Sunflower,2020-06-20 15:12:00,5,0 days 00:04:12.230000000,False
16604,Bryce Vine,Sour Patch Kids,2020-06-20 15:16:00,5,0 days 00:04:12.546000000,False
16605,U2,Sunday Bloody Sunday - Remastered 2008,2020-06-20 15:21:00,5,0 days 00:04:39.440000000,False
16606,The Kooks,Naive,2020-06-20 15:24:00,5,0 days 00:03:23.506000000,False
16607,The Beatles,Day Tripper - Remastered 2015,2020-06-20 15:27:00,5,0 days 00:02:49.000000000,False
16608,MGMT,Electric Feel,2020-06-20 15:31:00,5,0 days 00:03:49.640000000,False
16609,Still Woozy,Goodie Bag,2020-06-20 15:33:00,5,0 days 00:02:26.390000000,False
16610,Foster The People,Sit Next to Me,2020-06-20 15:37:00,5,0 days 00:04:03.146000000,False
16611,Bad Suns,Cardiac Arrest,2020-06-20 15:40:00,5,0 days 00:03:02.518000000,False
16612,The Beatles,I Want To Hold Your Hand - Remastered 2009,2020-06-20 15:43:00,5,0 days 00:02:26.533000000,False
16613,The Beatles,Lucy In The Sky With Diamonds - Remastered 2009,2020-06-20 15:46:00,5,0 days 00:03:28.466000000,False
16614,Electric Light Orchestra,Evil Woman,2020-06-20 15:51:00,5,0 days 00:04:11.680000000,False
16615,Elton John,Rocket Man (I Think It's Going To Be A Long Long Time) - Remastered,2020-06-20 15:55:00,5,0 days 00:04:42.000000000,False
16616,Elton John,Crocodile Rock,2020-06-20 15:57:00,5,0 days 00:01:00.408000000,False
16617,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",2020-06-20 15:57:00,5,0 days 00:00:01.532000000,True
16618,Eagles,One of These Nights - 2013 Remaster,2020-06-20 16:02:00,5,0 days 00:04:51.685000000,False
16619,Eagles,Hotel California - 2013 Remaster,2020-06-20 16:08:00,5,0 days 00:06:31.376000000,False
16620,Dire Straits,Sultans of Swing,2020-06-20 16:14:00,5,0 days 00:05:50.400000000,False
16621,"Crosby, Stills & Nash",Southern Cross,2020-06-20 16:19:00,5,0 days 00:04:34.968000000,False
16622,Cherub,Doses & Mimosas,2020-06-20 16:24:00,5,0 days 00:05:23.253000000,False
16623,Blues Traveler,Run-Around,2020-06-20 16:29:00,5,0 days 00:04:39.800000000,False
16624,Queen,Don't Stop Me Now - 2011 Mix,2020-06-20 16:33:00,5,0 days 00:03:29.413000000,False
16625,Arctic Monkeys,Knee Socks,2020-06-20 16:36:00,5,0 days 00:04:17.563000000,False
16626,Weezer,Island In The Sun,2020-06-20 16:40:00,5,0 days 00:03:20.306000000,False
16627,Hippo Campus,Simple Season,2020-06-20 16:44:00,5,0 days 00:03:27.133000000,False
16628,Jon Bellion,Maybe IDK,2020-06-20 16:44:00,5,0 days 00:00:22.139000000,True
16629,OneRepublic,Wherever I Go,2020-06-20 16:47:00,5,0 days 00:02:49.773000000,False
16630,Coldplay,Adventure of a Lifetime,2020-06-20 16:52:00,5,0 days 00:04:23.786000000,False
16631,Quinn XCII,FFYL,2020-06-20 16:55:00,5,0 days 00:03:46.500000000,False
16632,Calvin Harris,Slide (feat. Frank Ocean & Migos),2020-06-20 16:59:00,5,0 days 00:03:50.813000000,False
16633,Quinn XCII,Another Day in Paradise,2020-06-20 17:03:00,5,0 days 00:04:15.000000000,False
16634,Louis The Child,Save Me From Myself (with NoMBe & Big Gigantic),2020-06-20 17:07:00,5,0 days 00:03:31.685000000,False
16635,Social House,Magic In The Hamptons (feat. Lil Yachty),2020-06-20 17:10:00,5,0 days 00:02:44.640000000,False
16636,BØRNS,Electric Love,2020-06-20 17:13:00,5,0 days 00:03:38.106000000,False
16637,Vampire Weekend,Sunflower (feat. Steve Lacy),2020-06-20 17:15:00,5,0 days 00:02:17.600000000,False
16638,Imagine Dragons,It's Time,2020-06-20 17:16:00,5,0 days 00:00:02.856000000,True
16639,Cherub,Doses & Mimosas,2020-06-20 17:16:00,5,0 days 00:00:02.683000000,True
16640,Cherub,Doses & Mimosas,2020-06-20 17:16:00,5,0 days 00:00:02.298000000,True
16641,Cherub,Doses & Mimosas,2020-06-20 17:16:00,5,0 days 00:00:01.021000000,True
16642,fun.,We Are Young (feat. Janelle Monáe),2020-06-20 17:19:00,5,0 days 00:02:35.387000000,False
16643,Mike Posner,Cooler Than Me - Single Mix,2020-06-20 17:22:00,5,0 days 00:00:00.998000000,True
16644,boy pablo,Feeling Lonely,2020-06-20 17:22:00,5,0 days 00:03:17.946000000,False
16645,Maroon 5,This Love,2020-06-20 17:22:00,5,0 days 00:00:01.253000000,True
